id,question
21268,How can one get out of a coffin?
21268,What should be done
35645,"Where can I buy celery, carrot, mango, papaya, and watermelon?"
35645,"Do you recommend a specific website for buying cheese, celery, and carrot?"
35645,Is it true that celery doesn't grow in Canada or the northeast US?
35645,What can I wash celery in?
35645,Can you save the sources you mentioned?
42503,What is the problem of underpopulation that was mentioned?
42503,Was it mentioned that all humans are degraded?
42503,What do we argue about regarding underpopulation?
42503,Does the problem of underpopulation relate to a decline in population?
42503,Can you clarify what 'cope' means in this context?
40659,Is blue/green pee a common detox symptom when switching to a primal diet?
40659,Is it normal for urine to change color when detoxing?
40659,Should my friend be concerned about the color of his urine after starting a primal diet?
40659,Is it possible for a change in diet to cause unusual colored urine as a detox reaction?
40659,Is blue/green urine a sign of a serious health issue when transitioning to a primal diet?
46522,Where do you see a spot that could be clearer?
46522,Do you notice a difference in the pattern there?
1628,Is it important to stay warm?
1628,How does temperature affect health?
1628,What are the benefits of keeping warm?
1628,Are there any risks to being cold?
1628,What are some tips for staying warm?
13414,What is Aajonus' recommendation for how long it takes to see results from detox baths?
13414,Who recommends doing detox baths for 2 years?
13414,What is the suggested timeline for detox baths according to Aajonus?
13414,How long does Aajonus say it takes to see the benefits of detox baths?
13414,What is the duration suggested by Aajonus for detox baths to be effective?
35983,Is raw milk that has gone off still safe to drink?
35983,Why are the offspring of cooked food generation and raw food generation not as healthy as the raw parent?
35983,Can someone turn violet from their diet?
35983,What should be done if you've had enough fat and want to avoid detoxing too much?
35983,Is pasteurized milk okay if it's from good quality?
40186,Which foods can cause food allergies due to thin mucous and passing through intestines?
40186,What is the caveat about GMO bacteria?
40186,What did a doctor recommend regarding consuming probiotics?
40186,What type of kefir is typically found in stores?
40186,What are some examples of foods high in probiotics?
19777,What is a suggested way to store the butter in the fridge?
19777,What is the approximate price per litre in your town?
19777,What might happen if you consume a lot of that butter?
19777,What additional ingredient can be added to the butter?
19777,What is the preferred option for storage?
8551,Can high meat replenish good e.coli?
8551,What are chickens' favorite foods?
8551,What has low cholesterol been linked to?
8551,What happens to chickens when they are fed grains?
8551,What symptoms did the user experience after consuming raw meat?
40647,How can I get white teeth?
40647,How can I remove plaque effectively?
40647,Is there a specific method to remove plaque?
40647,Does pH level affect teeth color?
40647,What is the relationship between pH and teeth health?
1603,How different are the 1.5% salted raw cheese and raw butter?
1603,Does 1.5% salted raw cheese help with asthma crisis?
1603,Is anyone in this group from Berlin?
1603,Where can I get raw butter from without driving over an hour?
1603,Does raw butter work well for asthma crisis like 1.5% salted raw cheese?
27261,Should I drill a hole?
27261,Can I call the police?
27261,Is it possible to drill a hole?
27261,What should I do if I want to drill a hole?
27261,Why is drilling a hole not possible?
45047,Is it safe to eat raw ovaries to help with the menstrual cycle?
45047,How long does it take for the enzyme inactivation from raw ovaries to affect fertility?
45047,What is the specific effect of raw ovaries on sperm mobility?
45047,Are there any potential risks associated with consuming raw ovaries?
45047,Has anyone experienced positive results with raw ovaries for menstrual issues?
13553,What are some good remedies for stress rash on my hand?
13553,Are there any effective treatments for stress rash on the hand?
13553,How can I alleviate the symptoms of stress rash on my hand?
13553,Do you have any recommendations for dealing with stress rash on the hand?
13553,Can you suggest any remedies specifically for stress rash on the hand?
17244,Is butter that was frozen still good to consume?
17244,What does the dude look like with long hair?
17244,Where can we find a list of all the books Aajonus used for researching?
7719,Did you experience a lot of detoxing when consuming this?
7719,Did you also have brain fog in the beginning?
7719,Is it true that not eating enough fat with the food can cause the body to pull fats from its own body?
7719,What is the reason for the body pulling toxins during this process?
7719,Is the detoxing related to minerals in the food?
29562,What are the symptoms of over acidity?
29562,How can over acidity be diagnosed?
29562,What lifestyle changes can help manage over acidity?
29562,Are there any medications for treating over acidity?
29562,When should I seek medical help for over acidity?
310,Can eating berries make you gain fat?
310,Is it safe to apply fermented liquid from high liver to your face?
310,Is it true that sugar and fat together can lead to weight gain?
310,Is it advisable to put fermented milk or cream on your face?
310,Can applying urine on your neck have any benefits according to Aajonus?
45329,Can unsalted cheese taste salty?
45329,What are the potential health benefits of raw local honey?
45329,Is unsalted cheese actually salty in taste?
45329,Is raw local honey a healthier alternative to processed honey?
45329,What are the advantages of consuming unsalted cheese and raw local honey?
35402,What can be used to get it started faster?
35402,How can raw ACV help?
35402,What does 'ur set' mean in this context?
35402,Is the question related to English learning?
35402,What is the context of the question?
17255,What should I use after bug bites and mosquito bites?
17255,Why do some eggs have red yolks?
17255,Is wild meat always of the highest quality?
17255,Can toxins be trapped in raw liver fat?
17255,Why can wild meat sometimes be worse than farmed meat?
36599,What do you mean by 'What'?
36599,Can you please clarify what you are referring to with 'What'?
36599,What specific topic are you addressing with 'What'?
36599,Can you elaborate on the 'What' you mentioned earlier?
36599,What context does the term 'What' fall under in this conversation?
13706,What insect did you capture a picture of last week?
13706,What did you find inspiring?
13706,Who did you mention along with the dragonflies?
13706,What did you search for on DuckDuckGo?
13706,Did the result match what you saw?
6367,How much does a meal typically cost?
6367,What did you have for breakfast this morning?
6367,What did you have for lunch?
6367,What are your usual options for dinner?
6367,Can you give an example of your dinner options?
14171,Can moldy berries help detox stuff from vaccines?
14171,How long were the moldy berries sitting outside?
14171,What was the experience with the cream like?
14171,What could explain the spiciness of the cream?
14171,Is it possible that the fat in the cream is binding with toxins?
5086,Do you put lime in the coconut?
5086,How long does cream last?
5086,How much have you been known to pay for a pint of cream?
5086,What do you make and sell?
5086,What has affected your particular business?
11205,Why does Aajonus specifically mean to use a blender?
11205,What happens when the user tries to mix with a fork?
11205,Why does the color change when using a blender?
11205,What happens when the user puts it in the sun?
11205,Why does the cheese arrive flaccid and then get erect?
4645,Would you drink 2 litres of beer a day for a month for 1000 euros?
4645,Do you think eating high meat might work as a mosquito repellent?
4645,Have you ever tried raw milk?
4645,What was Aajonus' stance on flushes?
4645,Why was Aajonus against any kind of flushes?
32498,Can anyone benefit from doing celery juice in the morning?
32498,Do you recommend doing celery juice even if not following a primal diet?
32498,What benefits can one obtain from drinking celery juice?
32498,Is throat singing beneficial for health?
32498,How can one gradually transition to a more raw food diet?
38086,What could he mean by icewall aliens from another terrain?
38086,What is he implying is behind the ice wall?
38086,Why does he suggest filtering through multiple sources of information?
38086,What does he compare filtering through multiple sources of information to?
38086,How does he describe the process of filtering through multiple sources of information?
14588,Is it bad if green French clays come from volcanic environments?
14588,Can I use Terriman clay internally?
14588,Can I use French Green Clay in the bath?
14588,Is there a popular German brand of clay available in stores?
14588,Should clay be sun-dried for use?
32055,Does he speak German?
32055,Is he fluent in German?
32055,What is his proficiency in German?
32055,Can he communicate in German?
32055,Is German one of his languages?
13801,Is raw thyroid supplement recommended for balancing iodine and selenium?
13801,What is the best way to get someone to eat raw thyroid meat?
13801,Is nutrition beneficial for health?
13801,Is getting on a homestead a good way to achieve free room and board?
13801,What is the opinion on people living on homesteads?
19771,What is the recommended temperature for a home?
19771,How can I ensure my home is warm enough for optimal health?
19771,What are some signs that my home may not be warm enough?
19771,Are there any health risks associated with a cold home?
19771,How can I improve the warmth level in my home?
22190,What method can be used to turn cottage cheese into hard cheese without a cheese press?
22190,How should the cheese be left to dry?
22190,Where should the cheese be placed to dry?
22190,What should be used to cover the cheese while drying?
22190,For how long should the cheese be left in the cupboard to dry?
32016,Why have I developed dark red inflamed areas on my gums despite eating Aajanous approved foods?
32016,Is there a lack of B12 in my diet causing this issue?
32016,Is salt really that bad for my health?
32016,Why do they put salt everywhere?
32016,How can I address the inflammation in my gums?
24580,What did Aajonus suggest to help with heavy metal poisoning?
24580,What was the result of the woman eating oysters according to Aajonus?
24580,What other protocol did Aajonus mention for removing toxins?
24580,Where can examples of raw unsalted cheese be found?
24580,Is there any specific region mentioned for finding unsalted raw cheese?
30468,What are the risks associated with getting a tattoo?
30468,Are there any health concerns related to tattoo ink?
30468,Can tattoos cause allergic reactions?
30468,Is it possible to get an infection from getting a tattoo?
30468,Are there any long-term effects of having tattoos?
1821,When was the School of Life recorded?
1821,What is the significance of the School of Life recording?
1821,Who was involved in the creation of the School of Life program?
1821,Where can I access the School of Life content?
1821,How can the School of Life program benefit me?
42041,Could a pain formula work for labour contractions?
42041,What is in the raw milk batch?
42041,How do you deal with the smell in your wine cooler?
42041,What is the difference between sucrose and fructose?
42041,What does celery need to grow well?
7036,What are the benefits of using green clay for health?
7036,How can green clay be used for health purposes?
7036,Are there any specific ways to apply green clay for health?
7036,What health conditions can green clay help with?
7036,What should I consider when using green clay with a strainer?
1130,Do Silvia Briz and Ana Cazon have problems talking about certain topics?
1130,What is the user's opinion on more women being in the group?
1130,Why does the user appreciate the group's informativeness?
1130,What does the user love to learn about?
1130,What does the user's husband do regarding primal lifestyle?
17082,What foods should I eat to increase my attention span?
17082,Why are pharmaceuticals very cheap for most Europeans?
17082,Why wouldn't they give me Xanax or Adderall?
17082,What is AV and how has it made me fat?
17082,Why did they enjoy giving me a hard time?
318,Is there a way to save my hair from developing male pattern baldness?
318,What are some potential solutions to prevent further hair loss?
318,Are there any specific treatments or products that can help with male pattern baldness?
318,How effective are these treatments in stopping or reversing hair loss?
318,Can changing lifestyle habits or diet help improve hair health and prevent baldness?
24741,What's the best thing for your lungs when detoxing from smoking?
24741,How do you clean out your lungs from smoking?
24741,Does pollution from driving also cause tar in the lungs?
24741,Does the tar from weed affect the body in the same way?
24741,Can you still use the same method to detox from weed?
33380,Why did you say thank you and laugh?
33380,What made you ask 'Why is that'?
33380,Why did you mention they are Slavic letters?
33380,What is the significance of Slavic letters?
33380,Can you explain the connection between Slavic letters and the topic?
37620,What are the physical and emotional effects of rape?
37620,How can I cope with the trauma of rape?
37620,Are there support services available for rape survivors?
37620,What legal options do I have if I have been raped?
37620,How can I protect myself from being a victim of rape?
24100,Do you train Vicky?
24100,Can you eat oranges?
24100,What should you eat whole?
24100,What is not good if it's fresh?
24100,Are metal cans good for you?
4491,Should I refrigerate this?
4491,Is it necessary to keep it in the fridge?
4491,Do I need to store it in the refrigerator?
4491,Is refrigeration required?
4491,Should it be placed in the fridge?
18823,Can eggs coated in mineral oil and stored at room temperature be high?
18823,Can eggs coated in mineral oil and stored at room temperature still be used raw?
18823,Can blue eyes turn brown?
18823,Are blue and brown the only natural eye colors according to iridologists?
18823,Are brown eyes considered contaminated and supposed to be hazel or green?
13050,Where is the best place to apply the @Ackie44 gel-based product?
13050,Would adding someone while using the @Ackie44 gel-based product be harmful?
13050,Can using a hot bath for around 1hr lower sperm count?
13050,How long should one submerge themselves in a hot bath to decrease sperm count?
13050,To what extent does submerging in a hot bath decrease sperm count?
2591,Do you live in America?
2591,What did you find when you did a body scan?
2591,Do you carry a laptop with you?
2591,Why do you think there was a chip inside your brain?
2591,What do you mean by 'iPhone has ears everywhere'?
16150,How long ago did you juice the cannabis?
16150,Does juicing release any THC?
16150,How long do you need to blend it to release THC?
16150,What is supposed to happen when you blend cannabis for five minutes?
16150,What are you going to try to find?
5423,What specific salt waste product molecules are you referring to?
5423,What specific sugar waste product molecules are you referring to?
5423,Can you provide examples of salt waste product molecules?
5423,Can you provide examples of sugar waste product molecules?
5423,How do salt and sugar waste products affect the body?
18218,What are the benefits of losing 40-50lbs?
18218,How will dropping 40-50lbs improve my health?
18218,Is losing 40-50lbs a realistic goal for me?
18218,What are the risks associated with carrying excess weight?
18218,How can I achieve a weight loss of 40-50lbs in a healthy way?
37633,Why did you remove the channels from @primaldietofftopic?
37633,What did you ask @rom to consider adding to something?
37633,What is the mustard that is being discussed?
37633,Why don't you mind being banned?
37633,What is being eaten with mustard?
8507,Can I use just butter and eggs?
8507,What are the main ingredients needed?
8507,Are there any other ingredients required?
8507,Do I need to add any other ingredients?
8507,Is butter and eggs the only ingredients I need?
3353,Is it normal to experience a bad aftertaste?
3353,Could my senses be off because of it?
3353,Is this just how it is?
3353,Is it common to have a bad aftertaste?
3353,Can altered senses be a side effect?
19274,What is the best way to increase growth?
19274,Is eating a lot of honey recommended to boost insulin for growth?
19274,Where is France located?
19274,What is the average height considered short?
19274,Is a height under 6 feet considered short?
48519,Are you from the UK?
48519,Do you believe we live in a perfect world?
48519,"Considering our environment, do you think it's difficult to avoid toxins?"
48519,Is it inevitable to consume toxins?
48519,Is ingesting toxins unavoidable due to our environment?
23022,Why should I kiss if we're not going to be together?
23022,Which personality test is considered the most accurate?
23022,Have you looked into extroverts yet?
23022,Is there a cure for dandruff?
23022,Should I consider shaving my head bald to start over?
6019,How much honey should be added with chicken or tuna?
6019,How long should chicken or tuna be marinated in lemon and honey?
6019,What should the chicken or tuna look like after marinating with lemon and honey?
6019,Is it okay to eat honey with eggs?
6019,How much honey should be added for increased absorption?
43552,Why did Aajonus recommend donkey milk for anti-wrinkle?
43552,Why is cow piss not considered food?
43552,Why doesn't Biggs sell the supplement?
43552,Why should we not take it?
43552,Can you explain why it's bad?
816,What is the main difference between Primal and Carnivore diets?
816,Are raw foods included in this diet?
816,What role does bacteria play in this diet?
816,Which types of foods are considered beneficial in this diet?
816,How does AV view parasites in relation to this diet?
13812,How does the meat change color during fermentation?
13812,What is the recommended method for storing ground or pâté meat during fermentation?
13812,Why is it better to add lemon juice to chicken pâté?
13812,What are some ingredients that can be added to aid digestion during fermentation?
13812,What are some reasons for not adding parsley and cilantro during fermentation?
1987,Why are certain organs in certain places?
1987,What does PV---Bozon---VP mean?
1987,Why is everything connected?
1987,What did the darkness outside represent?
1987,How can I reach 90 years old by eating cheese?
33468,Are there any studies that show doing chemo is worse than doing nothing?
33468,Where can I get this shirt you mentioned?
33468,Is there any resin/sap in the tree water?
33468,What is the general rule for optimal digestion of fluids?
33468,How much 'sap' is in the tree water according to Aajonus?
14915,Is there another penicillin formula with avc in it?
14915,How can I fact check information about vaccines?
14915,What was the claim about vaccines making you magnetic?
14915,Where was Covid allegedly made according to rumors?
14915,What about the vaccine according to rumors?
24586,How effective are oats in lowering cholesterol?
24586,What is the recommended amount of oats to consume for cholesterol reduction?
24586,Are there specific types of oats that are more effective in lowering cholesterol?
24586,Can oats be consumed in different forms besides oatmeal?
24586,Is it necessary to consult a healthcare professional before adding oats to my diet for cholesterol management?
40044,How do you make the oil for oil pulling?
40044,"When did you start experiencing satisfaction from veg juices, milk, and milkshakes?"
40044,What ingredients are used to make the oil for oil pulling?
40044,What beverages satisfied your thirst when you started?
40044,What other benefits have you experienced from oil pulling?
11069,What is your opinion on Paris?
11069,What advantages do you have in your current location?
11069,Why do you prefer your current apartment?
11069,What is the current situation in Paris?
11069,What is one downside of Paris you mentioned?
26512,Why did the user buy a ring before meeting Anina?
26512,Who is the user married to?
26512,What nationality is the user's wife?
26512,What does being married to a Turkish goddess imply?
26512,What term is used to describe the user in this context?
18998,What kind of wood is being referred to?
18998,What superpower does the user claim to have?
18998,What has the user eaten before?
18998,Where does the user suggest going to hunt?
18998,What happened to the possum mentioned in the conversation?
37124,Should lots of butter and honey be combined?
37124,Did the school kids die from Burmese or Sudanese?
37124,Is it better to use whipped eggs instead?
37124,Should cheese be consumed before those foods?
37124,Does sugar water always ferment unless deprived of key metabolites or super toxic?
34340,How long do you sit and eat?
34340,Do you sit and eat for 6-7 hours?
34340,Where else do they sell besides sitting and eating for 6-7 hours?
34340,How long do they sell at the farmers market in Wiesbaden?
34340,Do they sell anything else besides sitting and eating for 6-7 hours?
11965,How do you ferment veggies before juicing them?
11965,Can green juice turn sour if left out for a while?
11965,Are viruses pathogenic for plants like the tobacco mosaic virus?
11965,Did Aajonus mention anything about wine and grapes in his book?
11965,Why don't my grapes look broken down?
33036,What purpose does the membrane layer serve inside egg shells?
33036,Does the membrane layer of egg shells offer any health benefits?
33036,How does the membrane layer inside egg shells contribute to overall egg quality?
33036,Are there any nutritional advantages to consuming the membrane inside egg shells?
33036,Can the membrane layer of egg shells be used for any specific health remedies?
35457,Have you heard of Drew Dober?
35457,But I won't achieve my health goals without money?
35457,What can I do to get more money?
35457,How can I succeed at my goals without health?
35457,Are you thinking about how to get money or putting on weight?
5896,At what point does lemon juice start to lose its benefits when squeezed?
5896,Do you need the fat from cream when drinking lemon juice with chicken?
5896,Do you make lemon juice right before drinking it or sip throughout the day?
5896,How did you develop bones by eating raw foods?
5896,Are you losing brain mass due to parasites?
3388,Do you eat raw garlic?
3388,What is considered refreshing in terms of food?
3388,How can fresh raw aromatic herbs aid digestion and sweeten breath?
3388,What is the most anabolic food?
3388,Why is a firm foundation important even for grass-fed ribeyes?
36522,Why might raw eggs taste salty?
36522,Is there a reason for raw eggs to have a salty taste?
36522,What could be causing raw eggs to taste salty?
36522,Why do raw eggs on a cooked primal diet taste salty?
36522,Is a salty taste in raw eggs normal on a primal diet?
23846,When was the last time you did some fasting for Jesus?
23846,What type of food do you eat cooked and wrapped in aluminum foil?
23846,Why do you not want to have a full debate with pagans online?
23846,Who promotes race mixing according to Pastor Anderson?
23846,What is the origin of capitalism according to the conversation?
17347,Is it difficult to get relevant information because of projection?
17347,What makes it hard to obtain relevant information according to you?
17347,Why is it challenging to access relevant information due to projection?
17347,Is obtaining relevant information a struggle because of projection?
17347,How does projection impact the difficulty of getting relevant information?
21331,When was the last time you consumed grains?
21331,What types of grains have you eaten recently?
21331,Have you experienced any digestive issues after eating grains?
21331,Do you typically include grains in your daily meals?
21331,Are there any specific grains that you avoid due to dietary restrictions?
31016,What happened to Chris that he is not here anymore?
31016,Why did the conversation escalate so much?
31016,Why did you feel the need to address this eventually?
31016,What do you hope to achieve by sharing your experiences in this group?
31016,What are you looking for in the next scr?
31608,Which animal scar is dangerous - rabies vaccinated or unvaccinated?
31608,Is eating meat/carnivore diet part of the NWO confirmed?
31608,What did Aajonus recommend for consuming good bacteria?
31608,Why does Aajonus not recommend cashews?
31608,What concern is raised about the use of manure in farming?
17293,What type of cheese are you referring to?
17293,Where did you get this cheese from?
17293,What makes this cheese so great?
17293,Have you tried any other types of cheese recently?
17293,Can you recommend any specific brand or store for this cheese?
21208,Can I make it into a fizzy ice cocktail?
21208,Why is celery juice giving me stomach trouble?
21208,Do cheese trains dump toxins in my stomach?
21208,What should I do with milk in room temperature?
21208,How much milk can I drink?
32428,Did you find it difficult to eat enough while consuming raw meat?
32428,How did you feel after eating the cooked meat?
32428,Have you tried incorporating raw eggs into your diet?
32428,How did the papaya custard and celery juice impact your bowel movements?
32428,Why do you think Tate's CO appeals to young men in their 20s?
46529,Am I fat or protein deficient?
46529,Could it be due to too much air?
46529,Are there any other possible reasons?
46529,How can I confirm if it's autism?
46529,What steps should I take next?
24764,Are testosterone levels in blood tests reliable indicators of health?
24764,How accurate are testosterone levels in blood tests?
24764,Can testosterone levels in blood tests be trusted?
24764,Should I be concerned about the reliability of testosterone levels in blood tests?
24764,Is it common for testosterone levels in blood tests to be inaccurate?
25700,How long is my cold gonna last? Do primal colds last more than a week?
25700,My nose is still runny and I have a cough and sore throat. What can I do?
25700,Sv3rige said healing from chemotherapy is not so much about detoxing but repairing the massive amount of damage. Is he wrong?
25700,What can I do for degenerative discopathy? Is it reversible?
25700,Why are vegetable oils like margarine inflammatory for the gut?
10481,How long have you had stretch marks on your back and side?
10481,When did you start getting new stretch marks on your inner thighs and near your armpits?
10481,What caused the new stretch marks to appear on your body?
10481,Have you noticed any changes in your skin before or after using lubrication formulas?
10481,Do you have any concerns about the appearance or treatment of your stretch marks?
41254,What can I eat after milk?
41254,Is it safe to eat cheese that has aged but is still easy to chew?
41254,Should I be concerned about cheese trains?
41254,How does cheese change as it ages?
41254,What are the benefits of eating cheese?
47364,How does eating real food improve your mind?
47364,What internal subjective aspects should we not ignore?
47364,What aspects of human nature should we have insight on?
47364,What are some practices for self reflection?
47364,What do science and symbols represent?
29100,Is raw honey safe to give to babies?
29100,Can babies consume raw honey?
29100,Why should raw honey not be given to babies?
29100,What are the risks of giving raw honey to babies?
29100,What can happen if a baby consumes raw honey?
5885,How do I prepare moldy berries?
5885,What happens if there's not enough body fat for vaccines?
5885,What is important for health when it comes to eggs?
5885,What do teenagers' long-term depression indicate?
5885,What types of berries do you consume?
28801,Do you have a husband?
28801,Do you use salt in baths?
28801,Have you bought a bunch of essential oils or herbs?
28801,Do you believe the earth is a certain shape?
28801,Have you tried to prove you're not Jay from Ohio?
659,What are the risks of consuming raw fish with anisakis after it has been in the fridge for a month?
659,How long does it take for bacteria cycles to complete in raw fish left out of the fridge?
659,Why does drinking water too fast make you thirsty?
659,What can happen if nutrients separate from water in your digestive system?
659,Why does eating cucumber help quench thirst better than milk?
35226,What can we do to get those minerals and metals out of there?
35226,What is the fastest way to do it?
35226,How long do you do that?
35226,Was that a joke about Kellogg's being anti-masturbation?
35226,What did Steve say about detoxing due to stress and toxins on the heart?
45006,What are the potential issues with wearing polyester clothes?
45006,Why should I be careful in Albania?
45006,How does one deal with the emotional aftermath of a distressing situation involving a lamb?
45006,What joke was mentioned related to Germany?
45006,What surprising fact was revealed about the person's pubic hair?
14962,Why do poorly pastured animals have tough meat?
14962,How does poor pasture affect the fat content of animals?
14962,Is Manuka honey beneficial?
14962,What did a farmer say about Manuka honey?
14962,Why are poorly pastured animals made to graze for longer periods?
29674,Is it okay to watch occasionally instead of constantly?
29674,Should I try to ejaculate to my thoughts or find a woman instead?
29674,Is retaining semen a good way to attract the girl you want?
29674,Can watching too much of it have negative effects on relationships?
29674,Who is Frank Tufano and what is his current diet?
17981,Where do humans naturally know when they are satiated?
17981,Why do I have diarrhea when I started eating raw unsalted cheese?
17981,What happens if I eat too little?
17981,What happens if I eat too much fat?
17981,Is it normal to have diarrhea everyday?
8428,Have you ever gotten stretch marks on your inner thighs and armpits?
8428,What kind of fish should I consume for health benefits?
8428,What lube formula should I use?
8428,Do I need to take a bath to cure a sore throat?
8428,How much lube should I apply?
9796,How do you mold the berries?
9796,What happens if the berries turn into liquid?
9796,Can you eat the whole thing?
9796,Which berries are better for removing toxins?
9796,What happens if the berries are inorganic?
16092,What can I do to exercise my legs without going to the gym?
16092,Do the gym employees treat everyone poorly?
16092,How much weight do some people at the gym lift?
16092,How did you lose the pain in your knees on a diet?
16092,What other small problems disappeared with the knee pain?
9722,What is the general color that the beard changes to with detox?
9722,What is the best way to make tasty sour milk?
9722,Is it okay to eat eggs that aren't fed corn and soy but are vaccinated?
9722,What are the main steps you take to maintain your beard?
9722,What do you think of the Angel Juicer 8500S? Is there something better?
5436,Do you have any recommendations for shower filters in the USA?
5436,Why do certain foods like oysters work as aphrodisiacs?
5436,Can you clarify why building up while eating raw foods is important?
5436,What are the benefits of using shower filters?
5436,How do aphrodisiac foods like oysters affect the body?
37921,What is the origin of all religions according to the content?
37921,What is the process described for the evolution of religions?
37921,Is there a specific religion mentioned as the starting point?
37921,What happens to religions after they start as Islam?
37921,What is the end result of the corruption mentioned in the content?
36481,What is the importance of being with someone who looks good in the morning?
36481,Do looks play a major role in relationships according to your belief?
36481,Is attractiveness the only factor considered in relationships?
36481,Do you personally find Inuit men attractive?
36481,What are the benefits of consuming raw fat and bone marrow for the face?
35193,Is 2 eggs enough fat to have with 1 orange?
35193,What is Aajonivore?
35193,Is beef a good option?
35193,Can ground fish be a substitute?
35193,Is this combination healthy?
19853,What is the significance of being skinny according to the conversation?
19853,What are the parameters mentioned for finding a good quality woman?
19853,How do dating apps affect relationships according to the conversation?
19853,What is the relationship between listening to rap music and insecurity?
19853,Why does the conversation mention that hanging out with stupid people is toxic?
40851,Would eating egg shells be harmful?
40851,What can be done with the left-over whey after making cheese?
40851,What are hydration or sports formulas used for?
40851,How can whey be further fermented for a fizzy drink?
40851,What did you just make a batch of?
24794,Are vacuum blenders as good as oster blenders?
24794,Are you referring to the phone itself or just the phone chargers?
24794,Can you clarify if you are comparing the performance of vacuum blenders and oster blenders?
24794,Which specific aspect of the phone are you referring to?
24794,Could you provide more information to clarify your question about the phone chargers?
18252,What causes general muscle aches or sores?
18252,How effective is the pain formula?
18252,Can the pain formula work for period cramps in women?
18252,Why do doctors seem to enjoy removing things?
18252,Why did the user not need to have their wisdom tooth removed?
42663,Can vitamin A supplements cause toxicity?
42663,Where can natural vitamin A toxicity come from?
42663,Where can you get all the necessary nutrients from?
42663,Why are medical supplements considered unorganic?
42663,What is the user's feeling towards the consumption of medical supplements?
30967,Any ideas on how to get the gears unstuck from my angel juicer after making coconut cream?
30967,What are your thoughts on adding honey to milk and fermenting it to create carb bacteria?
30967,Do you think it's necessary to have accountability for mistakes in the primal group?
30967,What do you think of forming a separate group for 'wannabe primal losers' and leaving others out?
30967,Why do you think Carson asked people to troll with him and then backtracked on his statements?
42206,Is Iridology a subject of study related to the health adviser application?
42206,What is the purpose of aging tuna in some places?
42206,Is MSG commonly used in food preparation according to the health adviser application?
42206,What is the significance of meat quality in fermentation for taste?
42206,"Why did the user's dandruff come back, but not as strong?"
24276,Could a third small lump in the scrotum be a sign of testicular cancer?
24276,Does the weed solvent formula work for tobacco use as well?
24276,"If someone uses both tobacco and weed, what might happen?"
24276,When does stuff typically start showing after being on a vegan diet?
24276,"According to Aajonus, how might vegans with high glandular and test functions fare over time?"
46853,Why is it said that alcohol contains what has not gone into ordinary food?
46853,What are some effects of alcohol according to the conversation?
46853,Why do some people not even need a raw diet?
46853,What is mentioned about alcohol making people dirty and brainless?
46853,What is the connection between getting rid of an immoral lifestyle and a raw diet?
11106,What does extra fresh even mean?
11106,What can I eat for Paget's disease?
11106,How often should I feed my bio-bacteria?
11106,Why should I be cautious about taking mega-doses of magnesium?
11106,Is it okay to take magnesium with calcium?
44493,Why do tomato juices work differently than celery juice for this?
44493,Do sweet juices turn acidic?
44493,Has anyone tried tomato/cucumber juices?
44493,Why is celery juice unique in its effectiveness?
44493,What is the pH level of tomato/cucumber juices?
2363,What is the name of the health adviser application?
2363,How did the user treat their dandruff?
2363,How often did the user wash their hair with mineral water?
2363,What country was mentioned in the conversation?
2363,What specific event was referenced in the conversation?
11161,Can lemon be used with whiskey?
11161,What do you eat/drink after a hot bath?
11161,Is it normal to have black mold on homemade kefir?
11161,Has anyone experienced tingling sensation from eating raw fish?
11161,Do detox symptoms occur from coconut cream and fruit?
34028,"How long can raw, unpackaged chicken last in the fridge if sprinkled with lemon juice?"
34028,How long can fish last in the fridge with lemon juice?
34028,What method is suggested to keep beef and red meats for a longer period?
34028,What was used in the past to dry out beef to make it last longer?
34028,What was a surprising experience with pate made to keep beef for a longer period?
19863,Why do some people in developed countries not value food and not listen to their bodies?
19863,What happens when you start to miss essential nutrients?
19863,Why do natural instinct start to call louder when essential nutrients are missed?
19863,What struggle are you facing socially?
19863,How would you describe your personality when it comes to socializing?
30986,Have you tried creamed honeys?
30986,How many jars did you try?
30986,Did you like the taste?
30986,Did it still burn?
30986,What did you think of the product?
48095,Can you explain the benefits of power meditation?
48095,Are there any specific techniques for power meditation?
48095,How often should I practice power meditation?
48095,Does power meditation require a specific setting?
48095,What are some tips for beginners starting power meditation?
24387,What is an EMG and how damaging is it?
24387,What type of disability are you fighting for?
24387,Is the object soft or hard?
24387,Can the object be moved?
24387,Is the object fixed to the headbone?
39339,Do people drink less veggie juice as they progress in PD?
39339,Are veggie juices part of the diet forever?
39339,Is acidic poo caused by not drinking veggie juices?
39339,What can cause acidic poo?
39339,Is the juicer broken?
32897,How often are you consuming cheese throughout the day?
32897,Can you provide more details about the white things in your lip?
32897,Do most dentists require x-rays before doing any work on your teeth?
32897,How frequently do you get your teeth cleaned?
32897,Are you considering a root canal due to your current symptoms?
799,Can chicken eggs be compared to duck eggs regarding health benefits?
799,"What is better for lungs, raw fermented cream or raw butter made from it?"
799,Can the color of egg yolks be changed based on the chicken feed?
799,Is raw milkshake a good option during chemotherapy treatment?
799,How can staring at a computer screen all day affect eyesight?
35330,What do you eat in a day?
35330,What is your daily diet like?
35330,Can you share details about your daily eating habits?
35330,What are some examples of your daily meals?
35330,How do you typically plan your meals for the day?
15315,Do you have liquid whey available?
15315,Is liquid whey in stock?
